sample,t,x
1,1,9.492114922326989
1,2,12.841671364931644
1,3,15.584523969326078
1,4,13.869392469681877
1,5,13.071955779289175
1,6,9.530781202675355
1,7,7.50227945565802
1,8,8.198141180039393
1,9,3.877345214377542
1,10,3.7681643797195896
1,11,5.897619591970925
1,12,7.216800821603075
1,13,10.254038329095422
1,14,9.38155783188897
1,15,6.7731880118338115
1,16,8.823436668323723
1,17,11.175462008775337
1,18,11.284886569529922
1,19,10.817511349206592
1,20,10.337982608141903
1,21,6.516672213706819
1,22,6.556252529381582
1,23,7.335289244761546
1,24,2.983787780137322
1,25,4.366167427230473
1,26,11.18440373464718
1,27,12.075766109401332
1,28,10.354332037633576
1,29,9.375374759914408
1,30,8.007497154953448
1,31,7.912907270118263
1,32,9.031268021764777
1,33,9.97482527191369
1,34,12.100358614955363
1,35,10.853634067524194
1,36,10.330906381749124
1,37,12.044664944859218
1,38,11.242757935968719
1,39,11.697833446793062
1,40,13.140524301474724
1,41,13.085501599558768
1,42,15.489725395878894
1,43,18.116686597392672
1,44,15.316874464034298
1,45,14.18810188733362
1,46,13.04090528052735
1,47,10.732538270161266
1,48,11.932215349596273
1,49,10.002572461551383
1,50,9.506234650190567
1,51,11.576881347272503
1,52,8.871167375473913
1,53,7.996831328943317
1,54,8.378996830861588
1,55,8.814553528629746
1,56,7.875413431138426
1,57,9.31377919992745
1,58,12.860430149374753
1,59,11.421012799630752
1,60,9.610463625466343
1,61,7.513619734013763
1,62,10.947329434841992
1,63,8.21294082263623
1,64,5.233326047302509
1,65,6.923743704508835
1,66,10.855643482674727
1,67,12.936198419878373
1,68,13.430360982014637
1,69,15.884048044123988
1,70,13.570482529834894
1,71,11.186493242109112
1,72,7.375539858197673
1,73,7.754959750229869
1,74,8.623754252010233
1,75,12.810750669958583
1,76,12.759082487175199
1,77,9.38807939051179
1,78,7.811098311807145
1,79,4.298902193659039
1,80,6.25084328440496
1,81,4.877521588497818
1,82,7.073213196547645
2,1,11.249830813926105
2,2,10.040570891264652
2,3,10.724952824774137
2,4,8.44221517966459
2,5,7.515989893572692
2,6,10.62245055709898
2,7,10.645289409081055
2,8,9.340181597041017
2,9,10.732745852673355
2,10,12.783988069525925
2,11,12.698871055485197
2,12,12.809013100828821
2,13,13.116330016839251
2,14,11.233433129887798
2,15,7.183530464883824
2,16,8.562289692293128
2,17,11.77234469993816
2,18,11.746184918064584
2,19,8.522342017921309
2,20,9.468995200434378
2,21,10.966519972844505
2,22,10.100873202023386
2,23,9.09531933991648
2,24,8.336465602838208
2,25,13.146055553042888
2,26,17.88073200511753
2,27,19.441315422992012
2,28,15.623733204784099
2,29,10.622266906473833
2,30,8.771735119136665
2,31,10.444241964776202
2,32,11.834588030599942
2,33,12.886241549379681
2,34,12.71493106517493
2,35,6.899028101065696
2,36,6.25413483602677
2,37,11.141907379724975
2,38,11.02095690629301
2,39,5.809674721830003
2,40,6.388864039941064
2,41,9.267124647645346
2,42,11.24445697393837
2,43,12.781490899728244
2,44,11.81261656596467
2,45,6.52406990455561
2,46,9.575631504289206
2,47,10.492149546263882
2,48,9.265428876333107
2,49,10.326758655552094
2,50,11.460733328139543
2,51,9.854611961289848
2,52,9.851336549534448
2,53,9.786410073100651
2,54,10.573272493605646
2,55,8.92477419698871
2,56,8.099680922805069
2,57,9.421917272850653
2,58,10.927009168217
2,59,14.30047888774923
2,60,18.30560037894155
2,61,16.848393870699496
2,62,12.895489495500762
2,63,12.265283419148927
2,64,13.837417675382454
2,65,14.757005745047781
2,66,13.025448200849288
2,67,9.647941359547605
2,68,7.327086009894936
2,69,9.66908935328832
2,70,11.371844711149581
2,71,10.287712192014284
2,72,10.610523468834131
2,73,10.817288560394733
2,74,11.509349840589996
2,75,10.8153421257271
2,76,14.976901488925781
2,77,14.469650015820905
2,78,11.1788034261869
2,79,10.730615939390946
2,80,11.924626770793068
2,81,13.296985917759118
2,82,9.38381495316449
2,83,11.070903024180755
2,84,10.59916612958839
2,85,10.125666262610356
2,86,8.792025984537418
2,87,8.425898254790148
2,88,11.720878118747631
2,89,12.426163629989444
2,90,13.39994847231866
2,91,12.136415546737775
2,92,9.707019725034506
2,93,10.651913302829803
2,94,8.983316929874787
2,95,8.907057456258872
2,96,11.016311447532374
2,97,13.320446725590259
2,98,9.844838801924709
2,99,8.009126528773177
2,100,9.644322965417473
2,101,7.350452128966207
2,102,3.0759439294153346
2,103,2.2993693206999373
2,104,6.330865628738273
2,105,8.407009011276116
2,106,9.230376823996053
2,107,8.806290233985207
2,108,9.655134529832424
2,109,10.101004264127646
2,110,8.59461547098998
2,111,8.773589597925874
2,112,8.77210714427262
2,113,10.701872308466436
2,114,10.011855831341354
2,115,7.7296244795850555
2,116,10.002550471176075
2,117,9.884882542973342
2,118,7.798337130863256
2,119,9.184662203253174
2,120,8.600899897859005
2,121,8.987047973546785
2,122,6.6578149635441966
2,123,3.1643059414959382
2,124,3.7463679471269273
2,125,6.047362631200985
2,126,8.662690989482172
2,127,10.851559012520934
2,128,9.412816094711532
2,129,10.039767280615042
2,130,11.626103170654089
2,131,13.74322945014367
2,132,14.112838261789678
2,133,15.470049766139649
2,134,11.95361282078344
2,135,8.031431713342442
2,136,5.851032063283563
2,137,6.357837502385214
2,138,4.721869887263501
2,139,4.030861223693026
2,140,6.001798573957128
2,141,7.011886656308858
2,142,10.90589528825111
2,143,11.63712664844757
2,144,9.095904042889023
2,145,8.9097632250004
2,146,11.697756878889919
2,147,14.81156292862917
2,148,11.621799814129893
2,149,8.564144500216909
2,150,11.523965627001138
2,151,15.01555629642404
2,152,15.754014480202004
2,153,14.913490535246883
2,154,10.627604302997966
2,155,9.479909499393415
3,1,10.898042967797583
3,2,12.060608754873423
3,3,12.095986309226502
3,4,12.573861871190893
3,5,9.82405340010866
3,6,7.765405619439109
3,7,9.062513619079919
3,8,12.399293381522812
3,9,13.808580215147956
3,10,12.327134242167364
3,11,12.789071187671386
3,12,13.324467491778051
3,13,9.066242319142987
3,14,4.494938060231716
3,15,5.360873746677656
3,16,7.601718240785596
3,17,5.867583606127367
3,18,5.943427358228036
3,19,8.237574268112668
3,20,10.36462593735622
3,21,11.233511802408643
3,22,8.965673455198854
3,23,8.33805168830322
3,24,8.141466311680123
3,25,6.919887930328407
3,26,7.575163716404104
3,27,10.815664336535221
3,28,8.270895289970142
3,29,8.372609102826232
3,30,12.22042897542461
3,31,12.818142534554038
3,32,11.156454613184966
3,33,8.227427568843503
3,34,7.67787011388148
3,35,6.8914170555216785
3,36,6.6589823894137705
3,37,7.053578324250778
3,38,8.701542053231558
3,39,13.284159997788212
3,40,8.538234710778154
3,41,7.324055451043536
3,42,7.349961722389421
3,43,9.335859456813758
3,44,9.424205188623187
3,45,8.163192874468049
3,46,10.381308401971845
3,47,9.879890889611673
3,48,11.631888773762341
3,49,15.777277202715847
3,50,14.925075312142344
3,51,11.678556242507431
3,52,11.540441016618896
3,53,6.662442487541165
3,54,5.800489598228851
3,55,7.378517965093733
3,56,9.097570796330022
3,57,10.917859372374377
3,58,10.474246083726523
3,59,7.264355532156218
3,60,6.993751512687078
3,61,10.43428639628754
3,62,12.739435940845176
3,63,10.377052424478904
3,64,6.187211417704001
3,65,4.145845275298525
3,66,2.26717421694082
3,67,7.596587588604721
3,68,13.428561214591646
3,69,8.284020771821261
3,70,6.4962099528279555
3,71,8.016029061525886
3,72,5.562171017634177
3,73,5.947959609828053
3,74,8.427117822719993
3,75,11.993393494659095
3,76,13.264580784901923
3,77,13.654861770584034
3,78,12.973430036178993
3,79,13.376384501701155
3,80,13.204480631555917
4,1,9.288137693957449
4,2,9.640037472533244
4,3,12.829583098569687
4,4,16.292830968404843
4,5,15.215117536241973
4,6,12.65805466312787
4,7,7.605961101532484
4,8,8.64662381119704
4,9,5.787123049426002
4,10,4.854548391229346
4,11,12.262354890905195
4,12,11.617899694615609
4,13,4.655956904111283
4,14,6.246102854139504
4,15,7.5835154460225045
4,16,7.580236679359919
4,17,8.655727574813946
4,18,13.103174210793004
4,19,13.882890543671062
4,20,11.696864032577437
4,21,8.621718700840084
4,22,10.710201394630111
4,23,10.475991833129786
4,24,8.104589220219054
4,25,5.9515138340793765
4,26,8.170853689933699
4,27,8.115759955892493
4,28,6.691869158094659
5,1,11.717640340493976
5,2,10.541162788040765
5,3,12.486206155568324
5,4,13.901554546426446
5,5,12.353654863449382
5,6,11.119122955551049
5,7,10.373119990423508
5,8,8.895869084443378
5,9,12.2238857422236
5,10,8.649481728275415
5,11,10.819036529502545
5,12,13.154323062642117
5,13,12.362456953795583
5,14,15.711644834899566
5,15,14.231990359770455
5,16,11.272005046037808
5,17,11.624993979820204
5,18,10.191838350596711
5,19,8.14775161567029
5,20,8.467491140534873
5,21,7.389151783084012
5,22,9.442557709568133
5,23,12.256405184361029
5,24,9.999541621308783
5,25,6.566421659990549
5,26,8.95777076179026
5,27,12.694094133143139
5,28,10.647842552843784
5,29,10.523177585274627
5,30,15.463376055844009
5,31,12.745893733240752
5,32,9.029285577303819
5,33,11.982153825473485
5,34,10.519573340340585
5,35,9.872346426227956
5,36,11.440289558118902
5,37,11.991655834574392
5,38,12.718556295401733
5,39,9.36089663120839
5,40,6.655673924347358
5,41,5.735785084719406
5,42,6.025042473794661
5,43,5.484451985221103
5,44,11.112808196317683
5,45,11.598520033760082
5,46,12.953928031504958
5,47,12.324368585360721
5,48,11.056518937569288
5,49,8.359421293233968
5,50,10.193443145119927
5,51,11.824186639780196
5,52,10.188868791435265
5,53,11.658741237195123
5,54,10.399420777007245
5,55,7.818800768330158
5,56,5.215355734003338
5,57,8.012145956112196
5,58,8.806544438136488
5,59,6.409567184481759
5,60,5.6396911668969
5,61,6.115371993482338
5,62,6.508404273452305
5,63,8.088083316981292
5,64,11.369815129731403
5,65,10.055230494468981
5,66,5.67340253466284
5,67,4.633113142851643
